0 0.00807501 0.0969433 -0.00221149 -0.0715955
2.76422e-05 0.0080689 0.0967454 0.0154938 -0.0615826
5.88225e-05 0.00811721 0.0965534 0.0323933 -0.052503
9.09174e-05 0.00822117 0.0963849 0.0477695 -0.0473094
0.000120368 0.00836186 0.0962456 0.0615932 -0.046969
0.00014593 0.0085193 0.0961255 0.0747974 -0.0506193
0.000167853 0.00868328 0.0960145 0.0896434 -0.0576442
0.000186431 0.00884982 0.0959074 0.113917 -0.0666014
0.000201436 0.00902075 0.0958075 0.142149 -0.0712095
0.000213889 0.00919778 0.0957188 0.170389 -0.0741827
0.000224544 0.00937932 0.0956398 0.196686 -0.0775913
0.000233908 0.00956351 0.0955671 0.221637 -0.0813757
0.000242295 0.00974937 0.0954989 0.24561 -0.0855009
0.000249908 0.00993637 0.0954338 0.267425 -0.0909425
0.000256918 0.0101238 0.09537 0.283398 -0.0999309
0.000263507 0.0103106 0.0953042 0.300443 -0.107672
0.000269711 0.0104969 0.0952374 0.318344 -0.114147
0.000275565 0.0106833 0.0951706 0.336913 -0.119367
0.000281105 0.01087 0.0951044 0.355986 -0.123366
0.00028636 0.011057 0.0950396 0.381559 -0.12559
0.000291289 0.0112451 0.0949777 0.393677 -0.126523
0.000296078 0.0114336 0.0949171 0.404353 -0.126275
0.000300752 0.0116226 0.0948581 0.413637 -0.124904
0.000305334 0.0118122 0.0948009 0.421587 -0.122474
0.000309844 0.0120023 0.0947456 0.42293 -0.105091
0.000314388 0.0121945 0.0946979 0.424361 -0.0807278
0.000318971 0.012389 0.0946609 0.42879 -0.0575349
0.000323548 0.0125852 0.0946346 0.43499 -0.0353713
0.000328085 0.0127826 0.0946185 0.441757 -0.0140722
0.000332565 0.0129805 0.0946122 0.441619 -0.0140044
0.000337046 0.0131784 0.0946059 0.436669 -0.0303063
0.000341569 0.0133759 0.0945922 0.433288 -0.0464344
0.000346113 0.0135728 0.0945711 0.431683 -0.0625726
0.000350652 0.0137687 0.0945427 0.432048 -0.0789023
0.000355161 0.0139635 0.0945071 0.442313 -0.0791364
0.000359567 0.0141584 0.0944723 0.459132 -0.0644875
0.000363838 0.0143545 0.0944447 0.474133 -0.0493488
0.000367991 0.0145514 0.0944242 0.487479 -0.0339381
0.000372043 0.0147489 0.0944105 0.49933 -0.0184621
0.000376006 0.0149468 0.0944032 0.517187 -0.00925876
0.000379834 0.0151448 0.0943996 0.541936 -0.00671033
0.000383487 0.0153427 0.0943972 0.566439 -0.00426781
0.000386982 0.0155407 0.0943957 0.590746 -0.00189772
0.000390334 0.0157387 0.094395 0.6149 0.000428076
0.000393554 0.0159367 0.0943952 0.626831 -0.00687834
0.000396712 0.0161347 0.094393 0.626319 -0.0242087
0.000399871 0.0163326 0.0943854 0.62606 -0.0414483
0.000403027 0.0165302 0.0943723 0.625583 -0.0585909
0.000406178 0.0167273 0.0943538 0.624428 -0.0756304
0.000409326 0.0169239 0.09433 0.622075 -0.0863183
0.000412479 0.01712 0.0943028 0.619468 -0.0910967
0.000415641 0.0173159 0.094274 0.617112 -0.0972603
0.000418811 0.0175115 0.0942432 0.615034 -0.104949
0.000421984 0.0177066 0.0942099 0.613267 -0.114347
0.000425158 0.0179013 0.0941736 0.620113 -0.118507
0.000428294 0.0180958 0.0941364 0.639936 -0.112217
0.000431342 0.0182908 0.0941022 0.661501 -0.104231
0.000434299 0.0184864 0.0940714 0.68454 -0.0947042
0.000437164 0.0186825 0.0940442 0.707658 -0.0837433
0.000439942 0.0188791 0.094021 0.720304 -0.0810519
0.000442674 0.0190759 0.0939988 0.721398 -0.0958747
0.000445395 0.0192722 0.0939728 0.723013 -0.111827
0.000448101 0.0194678 0.0939425 0.72532 -0.129166
0.000450789 0.0196628 0.0939078 0.728504 -0.148171
0.000453452 0.0198568 0.0938683 0.729635 -0.164976
0.000456099 0.0200499 0.0938246 0.72272 -0.171711
0.000458764 0.0202426 0.0937789 0.71428 -0.176956
0.000461455 0.0204347 0.0937313 0.704228 -0.180587
0.000464178 0.0206265 0.0936821 0.692493 -0.182499
0.000466943 0.020818 0.0936316 0.680606 -0.186497
0.000469749 0.021009 0.0935793 0.678417 -0.211726
0.000472535 0.021198 0.0935203 0.678288 -0.235525
0.000475293 0.021385 0.0934554 0.68063 -0.257712
0.000478013 0.0215702 0.0933852 0.685789 -0.278151
0.000480689 0.0217537 0.0933108 0.694039 -0.296758
0.000483312 0.0219357 0.093233 0.690807 -0.307492
0.00048593 0.0221166 0.0931525 0.684867 -0.318604
0.000488552 0.0222961 0.093069 0.678425 -0.331408
0.000491174 0.022474 0.092982 0.673201 -0.338266
0.000493802 0.022651 0.0928931 0.669244 -0.340406
0.000496439 0.0228275 0.0928034 0.66936 -0.341577
0.000499074 0.0230038 0.0927134 0.67269 -0.348097
0.000501688 0.0231797 0.0926224 0.671035 -0.354949
0.000504296 0.0233547 0.0925298 0.664316 -0.362035
0.000506913 0.0235285 0.0924351 0.652414 -0.369258
0.000509555 0.0237009 0.0923375 0.635165 -0.376515
0.000512236 0.0238712 0.0922366 0.623645 -0.372587
0.000514962 0.0240412 0.092135 0.618299 -0.363981
0.000517721 0.0242118 0.0920346 0.61586 -0.3563
0.000520504 0.0243832 0.0919354 0.61494 -0.351022
0.0005233 0.0245551 0.0918373 0.611862 -0.350233
0.000526109 0.024727 0.0917389 0.60654 -0.353786
0.000528929 0.024898 0.0916391 0.593829 -0.367703
0.000531764 0.0250663 0.0915349 0.575046 -0.380416
0.000534635 0.0252315 0.0914257 0.550528 -0.390373
0.000537569 0.025393 0.0913111 0.520048 -0.397424
0.000540594 0.0255503 0.0911909 0.483384 -0.401403
0.000543745 0.0257026 0.0910644 0.442433 -0.399804
0.000547066 0.0258495 0.0909317 0.428963 -0.365351
0.00055058 0.0260003 0.0908033 0.422894 -0.333714
0.000554255 0.0261557 0.0906806 0.419717 -0.310378
0.000558048 0.0263149 0.0905629 0.419294 -0.295018
0.00056191 0.0264769 0.090449 0.42146 -0.287256
0.000565792 0.0266405 0.0903374 0.426058 -0.286726
0.000569648 0.0268047 0.0902269 0.424664 -0.295379
0.000573476 0.0269673 0.0901138 0.414801 -0.311434
0.000577293 0.0271256 0.089995 0.397443 -0.314855
0.000581198 0.0272808 0.089872 0.382721 -0.311182
0.000585212 0.0274344 0.0897471 0.373514 -0.304387
0.000589321 0.0275879 0.089622 0.369974 -0.295008
0.000593505 0.0277427 0.0894986 0.370217 -0.276684
0.000597789 0.0279013 0.08938 0.361943 -0.218153
0.000602475 0.0280709 0.0892778 0.354537 -0.162391
0.000607552 0.0282509 0.0891954 0.347878 -0.110057
0.000612979 0.0284397 0.0891356 0.341766 -0.0617983
0.00061868 0.0286346 0.0891004 0.335926 -0.0180755
0.000624565 0.0288323 0.0890898 0.323284 -0.0172527
0.000630681 0.02903 0.0890792 0.306947 -0.0388386
0.000637081 0.0292264 0.0890544 0.290278 -0.0609819
0.000643756 0.0294202 0.0890137 0.27354 -0.0838481
0.000650677 0.0296095 0.0889556 0.257052 -0.107575
0.000657782 0.0297921 0.0888792 0.238277 -0.131625
0.000665056 0.0299655 0.0887835 0.215815 -0.155663
0.000672497 0.030126 0.0886676 0.191862 -0.17996
0.000680024 0.0302705 0.0885322 0.166574 -0.204174
0.000687538 0.0303956 0.0883788 0.140366 -0.227875
0.000694936 0.0304995 0.0882102 0.113873 -0.250614
0.000702129 0.0305814 0.0880299 0.0921391 -0.252816
0.000709487 0.0306492 0.0878439 0.0785033 -0.228364
0.000717687 0.0307135 0.0876566 0.0712222 -0.202813
0.000726898 0.0307792 0.0874698 0.0732627 -0.179594
0.000737106 0.0308539 0.0872865 0.0780121 -0.162447
0.000748094 0.0309397 0.087108 0.0855376 -0.153249
0.000759375 0.0310362 0.0869351 0.0874354 -0.15371
0.000770572 0.0311341 0.086763 0.0857816 -0.146433
0.000782239 0.0312341 0.0865922 0.0805874 -0.131422
0.000795083 0.0313376 0.0864234 0.0718632 -0.108664
0.000810281 0.0314469 0.0862582 0.0596457 -0.0781761
0.000830417 0.031567 0.0861008 0.0486977 -0.046801
0.000859732 0.0317097 0.0859636 0.0552778 -0.0414968
0.000888378 0.0318681 0.0858447 0.056267 -0.0366787
0.000917857 0.0320339 0.0857366 0.056411 -0.0297151
0.000948912 0.0322091 0.0856443 0.0553076 -0.0208031
0.00098242 0.0323944 0.0855746 0.0524758 -0.0104342
0.00101943 0.0325886 0.085536 0.0473809 0.000400294
